12,,,office-secure.tcatcargo.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,198402094336294744586931172405103210832,b'sha256WithRSAEncryption',b'20210221235959Z',b'20201123000000Z',Other,https://office-secure.tcatcargo.com/?email=@yorku.ca,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
13,,,servicios-cliente-es-banco.tierraflorist.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,402119150704096390370682735948167716129421,b'sha256WithRSAEncryption',b'20210219113154Z',b'20201121113154Z',ING Direct,https://servicios-cliente-es-banco.tierraflorist.com/shopping.html
14,,,servicios-cliente-es-banco.tierraflorist.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,402119150704096390370682735948167716129421,b'sha256WithRSAEncryption',b'20210219113154Z',b'20201121113154Z',ING Direct,http://cliente-bankia-acceso.es.sunpremium.business
15,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://continuer-ldentifiez-vous.webador.com/
16,,,webnode.be,US,Let's Encrypt,Let's Encrypt Authority X3,2,389604506302143601449211708252995180004860,b'sha256WithRSAEncryption',b'20210108042341Z',b'20201010042341Z',Other,https://e-mail-orange.webnode.be/
17,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,13132768857398039280144013237584115707,b'ecdsa-with-SHA256',b'20211104235959Z',b'20201105000000Z',Other,https://oronge.digital/personal/e/authID=OLDZP/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
110,,,vgdvcapital.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,64100279009676617332081268931618777776,b'sha256WithRSAEncryption',b'20210201235959Z',b'20201103000000Z',Other,https://vgdvcapital.com/chase/CHASE/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=25&amp;id=1048779160&amp;SERVID=Service_Login_&amp;_Authentication=5e6c5cfaec8c8f7dbc3577c33ed322675484fdcd&SERVID=Service_Login_&_Authentication=b401faf8bbb7a808a77569f4e2ba355811cc501b,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
111,,,vgdvcapital.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,64100279009676617332081268931618777776,b'sha256WithRSAEncryption',b'20210201235959Z',b'20201103000000Z',Other,https://vgdvcapital.com/chase/CHASE/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=25&amp;id=1048779160&amp;SERVID=Service_Login_&amp;_Authentication=5e6c5cfaec8c8f7dbc3577c33ed322675484fdcd,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
112,,,vgdvcapital.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,64100279009676617332081268931618777776,b'sha256WithRSAEncryption',b'20210201235959Z',b'20201103000000Z',Other,https://vgdvcapital.com/chase/CHASE/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=30&amp;id=4960001429&amp;SERVID=Service_Login_&amp;_Authentication=f647e3ab75c0bc6d3d611d8284c7a1a5ba119f69,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
113,,,vgdvcapital.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,64100279009676617332081268931618777776,b'sha256WithRSAEncryption',b'20210201235959Z',b'20201103000000Z',Other,https://vgdvcapital.com/chase/CHASE/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=30&amp;id=4960001429&amp;SERVID=Service_Login_&amp;_Authentication=f647e3ab75c0bc6d3d611d8284c7a1a5ba119f69&SERVID=Service_Login_&_Authentication=a135b8b456405c939920db4aa6bc04bad24f6355,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
114,,,vgdvcapital.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,64100279009676617332081268931618777776,b'sha256WithRSAEncryption',b'20210201235959Z',b'20201103000000Z',Other,https://vgdvcapital.com/chase/CHASE/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=58&amp;id=2658685204&amp;SERVID=Service_Login_&amp;_Authentication=4e596144b5425474435c0a06ff0c257453ae95ba,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
115,,,vgdvcapital.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,64100279009676617332081268931618777776,b'sha256WithRSAEncryption',b'20210201235959Z',b'20201103000000Z',Other,https://vgdvcapital.com/chase/CHASE/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=58&amp;id=2658685204&amp;SERVID=Service_Login_&amp;_Authentication=4e596144b5425474435c0a06ff0c257453ae95ba&SERVID=Service_Login_&_Authentication=5275289887898ade1fd1bfe8d7d4ccd71d659871,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
116,,,vgdvcapital.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,64100279009676617332081268931618777776,b'sha256WithRSAEncryption',b'20210201235959Z',b'20201103000000Z',Other,https://vgdvcapital.com/chase/CHASE/assets/saved_resource.php?SERVID=Service_Login_&amp;_Authentication=8fd7ba6d68e4824ffd9a9d75051eeef427981cab,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
117,,,vgdvcapital.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,64100279009676617332081268931618777776,b'sha256WithRSAEncryption',b'20210201235959Z',b'20201103000000Z',Other,https://vgdvcapital.com/chase/CHASE/assets/saved_resource.php?SERVID=Service_Login_&amp;_Authentication=8fd7ba6d68e4824ffd9a9d75051eeef427981cab&SERVID=Service_Login_&_Authentication=0cf42beb35c5fa9713e36865f4e9a49356c6deae,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
118,,,returnform-digitalclaim.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,46543226661958398072031451077101444992,b'sha256WithRSAEncryption',b'20211122235959Z',b'20201122000000Z',Other,https://returnform-digitalclaim.com/
119,,,manage-device.link,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,89442734820329405552670920845318617509,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://manage-device.link/
120,,,manage-devices.link,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,101432944842062965656325415234264570567,b'sha256WithRSAEncryption',b'20211121235959Z',b'20201121000000Z',Other,https://manage-devices.link/
121,,,halimanagepayee.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,110909446714728062509458866692913968938,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://halimanagepayee.com/halifax
122,,,www.dataderegister-device.net,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,135739733349171785468880649883649886608,b'sha256WithRSAEncryption',b'20211121235959Z',b'20201121000000Z',Other,https://dataderegister-device.net/
123,,,nemtex.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,292997094347581477887111987649539682480,b'sha256WithRSAEncryption',b'20210109235959Z',b'20201011000000Z',Other,https://nemtex.com/sign/docusign_4/docusign_4/index.html,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
124,,,newpayeereview-help.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,200768711626625242271917969471107556765,b'sha256WithRSAEncryption',b'20211121235959Z',b'20201121000000Z',Other,https://newpayeereview-help.com/halifax/Login.php
125,,,manage-device.link,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,89442734820329405552670920845318617509,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://manage-device.link/Login.php
126,,,halimanagepayee.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,110909446714728062509458866692913968938,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://halimanagepayee.com/halifax/Login.php
127,,,www.dataderegister-device.net,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,135739733349171785468880649883649886608,b'sha256WithRSAEncryption',b'20211121235959Z',b'20201121000000Z',Other,https://dataderegister-device.net/Login.php
128,,,manage-devices.link,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,101432944842062965656325415234264570567,b'sha256WithRSAEncryption',b'20211121235959Z',b'20201121000000Z',Other,https://manage-devices.link/Login.php
129,,,dhlvideo.id,US,Let's Encrypt,Let's Encrypt Authority X3,2,393706579474935576119928463216886587621882,b'sha256WithRSAEncryption',b'20210201020759Z',b'20201103020759Z',Other,https://dhlvideo.id/home
130,,,ayuseth.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,139217884715941401989695396012417665292,b'sha256WithRSAEncryption',b'20210127235959Z',b'20201029000000Z',"eBay, Inc.",https://ayuseth.com/Verkaufer14332344323424132&invoicerouteacctpage3222423&42342fdf32423423423ff3r432423type&anfrage@michelberger.eu.html,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
131,,,webnode.be,US,Let's Encrypt,Let's Encrypt Authority X3,2,389604506302143601449211708252995180004860,b'sha256WithRSAEncryption',b'20210108042341Z',b'20201010042341Z',Other,https://loginsnewspack.webnode.be/
132,,,threeupdates-billing.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,168994842093805827715242677250450686949,b'sha256WithRSAEncryption',b'20211123235959Z',b'20201123000000Z',Other,https://threeupdates-billing.com
133,,,centerpontosmultipresente.live,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,321212538053944423755865738047203439271,b'sha256WithRSAEncryption',b'20211120235959Z',b'20201120000000Z',Other,https://centerpontosmultipresente.live/promocao/descontao/card/home.php
134,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12673779833796111186740115452988251715,b'ecdsa-with-SHA256',b'20211117235959Z',b'20201118000000Z',Other,https://www.rendosaudio.co.za/admin/model/user/post.ch/postch.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
135,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',Other,https://mikstlk.000webhostapp.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
136,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',Google,https://bthstuff.000webhostapp.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
137,,,centropresentepontosmulti.club,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,23541775609294867870488562722869880878,b'sha256WithRSAEncryption',b'20211122235959Z',b'20201122000000Z',Other,https://centropresentepontosmulti.club/
138,US,Google LLC,web.app,US,Google Trust Services,GTS CA 1O1,2,2839227606052631490449856778236829062,b'sha256WithRSAEncryption',b'20210414223023Z',b'20200415223023Z',Other,https://owalogonuser9348hs8s.web.app/,"http://crl.pki.goog/GTS1O1.crl
"
139,,,webdisk.lazeezcatering.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,306460495549859141340253929421920321245858,b'sha256WithRSAEncryption',b'20210203124751Z',b'20201105124751Z',WeTransfer,https://lazeezcatering.com/wp/WeTransfer?email=skolverket@skolverket.se
140,,,webdisk.lazeezcatering.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,306460495549859141340253929421920321245858,b'sha256WithRSAEncryption',b'20210203124751Z',b'20201105124751Z',WeTransfer,https://lazeezcatering.com/wp/WeTransfer/?email=skolverket@skolverket.se
141,,,livemic.org,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,80528305793130582613374550715828563974,b'sha256WithRSAEncryption',b'20210217235959Z',b'20201119000000Z',Other,https://livemic.org/re.html,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
142,,,findababysitter.org,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,286269831305312262970750265344065391026,b'sha256WithRSAEncryption',b'20210215235959Z',b'20201117000000Z',Other,https://findababysitter.org/1/home.btc0nnect.com/b1.htm,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
143,,,fsp.buet.ac.bd,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,133353712728984108871232800204119473966,b'sha256WithRSAEncryption',b'20210127235959Z',b'20201029000000Z',Other,https://fsp.buet.ac.bd/wp-admin/css/colors/midnight/mkbnetbankar.hu/de02cd04d47c2b9a21757bf3d37d6d31/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
144,,,fsp.buet.ac.bd,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,133353712728984108871232800204119473966,b'sha256WithRSAEncryption',b'20210127235959Z',b'20201029000000Z',Other,http://fsp.buet.ac.bd/wp-admin/css/colors/midnight/mkbnetbankar.hu/de02cd04d47c2b9a21757bf3d37d6d31/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
145,,,*.jvcapitalgroup.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,373063888052630875257292801847701386339168,b'sha256WithRSAEncryption',b'20210202143922Z',b'20201104143922Z',Other,https://www.jvcapitalgroup.com/wp-content/uploads/2020/10/post.ch/postch.php
146,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,4870893777553737387989068647831556097,b'ecdsa-with-SHA256',b'20210803120000Z',b'20200803000000Z',Other,https://tinyurl.com/yyshp2js,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
147,,,hadavar.co.il,US,Let's Encrypt,Let's Encrypt Authority X3,2,433112310292220360349894307745934685059993,b'sha256WithRSAEncryption',b'20210118013212Z',b'20201020013212Z',Other,https://www.hadavar.co.il/wp-admin/includes/mkbnetbankar.hu/8c2e9f2adfdee296df7450a6311a2d26/
148,,,futrecord.galaxypro.com.co,US,Let's Encrypt,Let's Encrypt Authority X3,2,402635993355687945316920418162561299539484,b'sha256WithRSAEncryption',b'20210109090126Z',b'20201011090126Z',Other,https://futrecord.com/help/accountserviceofficedhl/tracknumber/
149,,,bareandplay.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,333455292785000105669827540987424205751787,b'sha256WithRSAEncryption',b'20210213101916Z',b'20201115101916Z',Other,https://bareandplay.com/shareform/index.php
150,US,Google LLC,www.google.com,US,Google Trust Services,GTS CA 1O1,2,305106179960816317831637848655554172414,b'sha256WithRSAEncryption',b'20210126073918Z',b'20201103073918Z',"Banco Santander, S.A.",https://santander-identity.com/Login.php?ssl=true&amp;session=9vyU7UNwgOKrdgDfdyWsiASQsoRM9zOZN5h6MU3npbGwueUnsnOAE5pDaWXvRdqlidqjrf9nl9AXkJgSuTwOoUzLPvdUVyL97I0oH8J2Re90UyeeILi6pXugMGbWlKaUCg,"http://crl.pki.goog/GTS1O1core.crl
"
151,,,*.midshopping.ro,US,Let's Encrypt,Let's Encrypt Authority X3,2,279356667357470192069086476058767422817926,b'sha256WithRSAEncryption',b'20210203004913Z',b'20201105004913Z',Other,http://midshopping.ro/https/
152,,,*.midshopping.ro,US,Let's Encrypt,Let's Encrypt Authority X3,2,279356667357470192069086476058767422817926,b'sha256WithRSAEncryption',b'20210203004913Z',b'20201105004913Z',Other,http://midshopping.ro/https
153,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,5000335328073418644006028681920119447,b'ecdsa-with-SHA256',b'20210914120000Z',b'20200914000000Z',Other,http://seguranca-appbb.com/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
154,,,bestchenge.live,US,Let's Encrypt,Let's Encrypt Authority X3,2,339534332566315636793589141163419734432808,b'sha256WithRSAEncryption',b'20210220155218Z',b'20201122155218Z',Other,https://bestchenge.live/?referrer=appmetrica_tracking_id%3D891247728900735642%26ym_tracking_id%3D1028876164865133480
155,,,banhtrungthutuoi.vn,US,Let's Encrypt,Let's Encrypt Authority X3,2,400480795154615580582457060002859182560753,b'sha256WithRSAEncryption',b'20210110054056Z',b'20201012054056Z',Other,https://banhtrungthutuoi.vn/js/vx/page/
156,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,6358949110312647373530975666195456675,b'ecdsa-with-SHA256',b'20210802120000Z',b'20200802000000Z',Other,https://atsmods.lt/wp-admin/inc/25GB/index.php?email=ajit@viikingbeverages.com,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
157,,,stafftrainingsolutions.co.uk,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,15176204012711055419,b'sha256WithRSAEncryption',b'20210628130236Z',b'20200429183627Z',Other,https://www.stafftrainingsolutions.co.uk/TUYTYUTYUT/PageUpdated//ampt.html,"http://crl.godaddy.com/gdig2s1-1917.crl
"
158,,,ee-co.uk-id43-user.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,279792430552627913730433181171155641856000,b'sha256WithRSAEncryption',b'20210220171435Z',b'20201122171435Z',Other,https://ee-co.uk-id43-user.com/?e=2
159,US,"Bitly, Inc.",*.bitly.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,3586077203209879265180938577155686779,b'sha256WithRSAEncryption',b'20210818120000Z',b'20200810000000Z',Other,https://bit.ly/3m0AIRm,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
160,,,billing-myeesupport.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,238750027318766702856965834536780109741,b'sha256WithRSAEncryption',b'20211122235959Z',b'20201122000000Z',Other,https://billing-myeesupport.com/
161,,,billing-myeesupport.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,238750027318766702856965834536780109741,b'sha256WithRSAEncryption',b'20211122235959Z',b'20201122000000Z',Other,https://billing-myeesupport.com/login.php?_sessionid=V3vmF1iPMxrd1IIrQy9EYUp2EynYNod6
162,,,haromaain.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,305686901583150036922850034282984389639519,b'sha256WithRSAEncryption',b'20201230054057Z',b'20201001054057Z',Other,https://haromaain.com/wp-content/themes/wisnia/www2.ovh.com/espaceclient/moncompte/manager/renouvellement/vos-service/web-ovh/OVHCloud/webdomaine/4870031649701203465875104976045875/48700316497012034658751049760/wmxnwu=/
163,,,content.mentallyfitinstitute.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,274776647465846137947094612890554288662646,b'sha256WithRSAEncryption',b'20210125033123Z',b'20201027033123Z',Other,https://content.mentallyfitinstitute.com/doc3/1/?Z3JvdXBlbWFyaWVAZnJlZS5mcg0=
164,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,2021169802287088937615829928670057564,b'ecdsa-with-SHA256',b'20211120235959Z',b'20201121000000Z',Google,http://aviaa-travel.com/#me,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
165,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,16758974592429238638811596113680524299,b'ecdsa-with-SHA256',b'20211104235959Z',b'20201105000000Z',Other,https://www.thepablodog.com/survey/24411/source=5729b5abebf831fa4977efc1/subid=5729b5abebf831fa4977efc1&s1=1719&firstname=&lastname=/nrp=5fbb7ce7f4f96b74f53dcaff,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
166,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,2021169802287088937615829928670057564,b'ecdsa-with-SHA256',b'20211120235959Z',b'20201121000000Z',Google,https://aviaa-travel.com/#me,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
167,,,new-loginmy3.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,275372534566464847600427084527761232616,b'sha256WithRSAEncryption',b'20211123235959Z',b'20201123000000Z',Other,https://new-loginmy3.com
168,,,my.jcb.co.jp.celija.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,430857138837823154091719396767349861286636,b'sha256WithRSAEncryption',b'20210221131102Z',b'20201123131102Z',Other,https://my.jcb.co.jp.celija.com/
169,,,vodafone.billing.ref-197.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,38254946320133311243945955568829427352,b'sha256WithRSAEncryption',b'20210220235959Z',b'20201122000000Z',Vodafone,https://Vodafone.billing.ref-197.com/?a=2,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
170,,,medyainstagram.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,391193686633582450545493605783130088761340,b'sha256WithRSAEncryption',b'20210220095606Z',b'20201122095606Z',Other,http://medyainstagram.com/
171,,,medyainstagram.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,391193686633582450545493605783130088761340,b'sha256WithRSAEncryption',b'20210220095606Z',b'20201122095606Z',Other,https://medyainstagram.com/login.html
172,,,nmqvzsx.cn,US,Let's Encrypt,Let's Encrypt Authority X3,2,416530597218782538811166863852327669210640,b'sha256WithRSAEncryption',b'20210220131928Z',b'20201122131928Z',Other,https://nmqvzsx.cn/
173,,,www.update.center.paypall.taobaoarab.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,409569075190227998603717059174048238512794,b'sha256WithRSAEncryption',b'20210219114803Z',b'20201121114803Z',PayPal,https://update.center.paypall.taobaoarab.com/scrue.login/
174,,,santander-identity.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,261251355496006129081712141035644422492,b'sha256WithRSAEncryption',b'20210220235959Z',b'20201122000000Z',"Banco Santander, S.A.",https://santander-identity.com,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
