15,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://yahooohotline.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
16,,,ankama-new.live,AT,ZeroSSL,ZeroSSL RSA Domain Secure Site CA,2,2199075389938437424418184597648799344,b'sha384WithRSAEncryption',b'20210226235959Z',b'20201128000000Z',Google,https://www.ankama-new.live/fr/mmorpg/actualites/Clef-Rutilax/
17,,,vodafone-support-secure.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,185044542050309626562706326123285464134,b'sha256WithRSAEncryption',b'20211129235959Z',b'20201129000000Z',Vodafone,https://vodafone-support-secure.com/
18,,,cx.money,US,Let's Encrypt,Let's Encrypt Authority X3,2,285289150633549784474688250381908051099275,b'sha256WithRSAEncryption',b'20201211092453Z',b'20200912092453Z',Steam,https://cx.money/s/9cZjq18YwVH7FZt?src=aboutblankauth
19,US,"Amazon.com, Inc.",www.amazon.co.jp,US,DigiCert Inc,DigiCert Global CA G2,2,5769881613033434095976240390395081042,b'sha256WithRSAEncryption',b'20211027235959Z',b'20201105000000Z',Amazon.com,http://182.16.110.210/ap/signin?openid.pape.max_auth_age=0&amp;amp;openid.return_to=https%3A%2F%2Fwww.amazon.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&amp;amp;openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;amp;openid.assoc_handle=jpflex&amp;amp;openid.mode=checkid_setup&amp;amp;key=a@b.c&amp;amp;openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;amp;openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp;amp;&amp;amp;ref_=nav_em_hd_clc_signin,"http://crl4.digicert.com/DigiCertGlobalCAG2.crl
"
7810,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,221360114943093675893212340677064545657,b'sha256WithRSAEncryption',b'20210126073257Z',b'20201103073257Z',Other,https://zmail221.appspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
7811,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[emailÃÂ protected]tageapp.com/-/www.paypal.com/cgi-bin,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
7812,US,Microsoft Corporation,portal.office.com,BE,GlobalSign nv-sa,GlobalSign Organization Validation CA - SHA256 - G3,2,37415807409190069567905577896,b'sha256WithRSAEncryption',b'20220530001917Z',b'20200529001917Z',Other,https://click.email.office.com/?qs=9cf30363dd29315c3e11be7b9f86e0023a565c20a2375038e17cde83e3918d351e9c862894eecd698e1a9bb86157937bcf1b994ad1bf797a,"http://crl.globalsign.com/gsorganizationvalsha2g3.crl
"
7813,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[emailï¿½protected]tageapp.com/-/www.paypal.com/cgi-bin,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
7814,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[emailÃ¯Â¿Â½protected]tageapp.com/-/www.paypal.com/cgi-bin,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
7815,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[emailÃÂ¯ÃÂ¿ÃÂ½protected]tageapp.com/-/www.paypal.com/cgi-bin,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
7816,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[emailÂ protected]tageapp.com/-/www.paypal.com/cgi-bin,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
7817,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[email protected]tageapp.com/-/www.paypal.com/cgi-bin,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
7818,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',PayPal,http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[email%EF%BF%BDprotected]tageapp.com/-/www.paypal.com/cgi-bin,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
7819,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',Orange,https://nozed-uname.firebaseapp.com/,"http://crl.pki.goog/GTS1O1.crl
"
7820,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',Orange,https://ocaque-domen.firebaseapp.com/,"http://crl.pki.goog/GTS1O1.crl
"
7821,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://aascu-my.sharepoint.com/:o:/g/personal/crawfordr_aascu_org/EsZr8X-bvWVDjWtqdo8Md1sBrZdwDjctHj-bz8aOv9NYLQ?e=0IOPqv,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
7822,,,newlifebiblechurch.org,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,1002584689878614049349439134415977268,b'sha256WithRSAEncryption',b'20210812235959Z',b'20200812000000Z',Other,http://www.newlifebiblechurch.org/plugins/DoCuSigN/
7823,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://vppartners2-my.sharepoint.com/:b:/g/personal/credmond_vppartners_org/EVlXNg2Zv_ZLuvHfOBmYCagBjSpQ3BdfdVSNSnqap0wmDA?e=OhgiBm,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
7824,US,"Fastly, Inc.",f.ssl.fastly.net,BE,GlobalSign nv-sa,GlobalSign Organization Validation CA - SHA256 - G2,2,8456185833619332286388529826,b'sha256WithRSAEncryption',b'20211227154001Z',b'20201125154001Z',PayPal,https://disq.us/?url=https%3A%2F%2Fwww.gepard.ru%2Flogin%2Faccount%2F&key=JgDq7zS0rAtd6srC39cdig,"http://crl.globalsign.com/gs/gsorganizationvalsha2g2.crl
"
7825,,,onedrive.com,US,Microsoft Corporation,Microsoft RSA TLS CA 02,2,2832194808711272026710970968893646266500677315,b'sha256WithRSAEncryption',b'20211013005207Z',b'20201013005207Z',Microsoft,https://1drv.ms/b/s!AphEpKQ-sUkEjGp3rgpCe6CzDmcH?e=7SVsBO,N/A
7826,GB,REWARD GATEWAY (UK) LTD,*.rewardgateway.co.uk,US,DigiCert Inc,Thawte RSA CA 2018,2,19048695597106744474050538891636678532,b'sha256WithRSAEncryption',b'20211113000000Z',b'20201012000000Z',Development Bank of Singapore,https://dbs.rewardgateway.co.uk,"http://cdp.thawte.com/ThawteRSACA2018.crl
"
7827,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,9190072917493349593172165471174618700,b'ecdsa-with-SHA256',b'20210813120000Z',b'20200813000000Z',PayPal,https://cadacosaalseulloc.cresidusvo.info/sites/default/files/css/snr.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
7828,US,Google LLC,accounts.google.com,US,Google Trust Services,GTS CA 1O1,2,179579637735442853237658570674009036289,b'sha256WithRSAEncryption',b'20210126073921Z',b'20201103073921Z',Other,https://drive.google.com/file/d/1tenGIF9DF-oTkACTAg_tNEsT5ZWTZzKc/edit,"http://crl.pki.goog/GTS1O1core.crl
"
7829,US,Google LLC,accounts.google.com,US,Google Trust Services,GTS CA 1O1,2,179579637735442853237658570674009036289,b'sha256WithRSAEncryption',b'20210126073921Z',b'20201103073921Z',Other,https://drive.google.com/file/d/1_GGqmQXcOYjJZfvgg44cX-sWuaue8EdJ/edit,"http://crl.pki.goog/GTS1O1core.crl
"
7830,,,webmail.innexinc.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,292321616234487388549595056342150197511592,b'sha256WithRSAEncryption',b'20210110064418Z',b'20201012064418Z',Other,http://innexinc.com/Damm/create/ourtime/ourtime123/ourtime.php
7831,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,334842446025644137411675310227567170962,b'sha256WithRSAEncryption',b'20210126073342Z',b'20201103073342Z',Google,https://docs.google.com/viewerng/viewer?url=proxy.ge.tt/1/files/5D0k9Lx2/0/blob?referrer%3Duser-a6KjrVMdeXZ9faVkfFsDH44K4iYbrxAK3Pn41U-%26pdf&amp;ddrp=1=secured,"http://crl.pki.goog/GTS1O1core.crl
"
7832,US,"Box, Inc.",app.box.com,US,DigiCert Inc,GeoTrust RSA CA 2018,2,6913565185727846412733887931604962240,b'sha256WithRSAEncryption',b'20220723120000Z',b'20200623000000Z',Other,https://app.box.com/s/j8gsre3th0qmr8isotsdf9p6nar2m5dh,"http://cdp.geotrust.com/GeoTrustRSACA2018.crl
"
7833,US,Etsy Inc.,etsy.com,US,DigiCert Inc,DigiCert Secure Site ECC CA-1,2,19742426682813142143290167384184432488,b'ecdsa-with-SHA256',b'20211101120000Z',b'20200802000000Z',Other,http://ruekrew.com/girl/courtney-thompson,"http://crl4.digicert.com/DigiCertSecureSiteECCCA-1.crl
"
7834,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,6870285629914700947763616296487638187,b'ecdsa-with-SHA256',b'20210730120000Z',b'20200730000000Z',Western Union,https://ficcca.org/verifica-tion/wu/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
7835,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Microsoft,https://wireconfirmation68c10a25442a3e13.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
7836,US,"Facebook, Inc.",*.facebook.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,14171306515703868727161314078553517212,b'sha256WithRSAEncryption',b'20210130235959Z',b'20201102000000Z',Other,http://hyperurl.co/ryfrhf/,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
7837,,,*.grabyourcode.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,400021306744761830769638610923113815817798,b'sha256WithRSAEncryption',b'20210127231318Z',b'20201029231318Z',Other,https://grabyourcode.com/paypal/adder/index.html
7838,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://livecentralmethodist-my.sharepoint.com/personal/dhenton_centralmethodist_edu/_layouts/15/WopiFrame.aspx?guestaccesstoken=vm7OYwKd6tXbNeGb6F4rSE1SJraZwWKSz07YeL95PqM=&amp;docid=1_1f7d08135a62e47a19487c47ada16ad67&amp;wdFormId={17961023-54F0-4010-B064-4E027C713CC9}&amp;action=formsubmit&amp;cid=332d7ef6-7fa6-4be8-b941-a92f0589601f,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
7839,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://livecentralmethodist-my.sharepoint.com/:x:/r/personal/dhenton_centralmethodist_edu/_layouts/15/WopiFrame.aspx?guestaccesstoken=vm7OYwKd6tXbNeGb6F4rSE1SJraZwWKSz07YeL95PqM=&amp;docid=1_1f7d08135a62e47a19487c47ada16ad67&amp;wdFormId={17961023-54F0-4010-B064-4E027C713CC9}&amp;action=formsubmit&amp;cid=332d7ef6-7fa6-4be8-b941-a92f0589601f,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
7840,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://livecentralmethodist-my.sharepoint.com/personal/dhenton_centralmethodist_edu/_layouts/15/WopiFrame.aspx?guestaccesstoken=vm7OYwKd6tXbNeGb6F4rSE1SJraZwWKSz07YeL95PqM%3d&docid=1_1f7d08135a62e47a19487c47ada16ad67&wdFormId=%7B17961023-54F0-4010-B064-4E027C713CC9%7D&action=formsubmit&cid=332d7ef6-7fa6-4be8-b941-a92f0589601f,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
7841,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://livecentralmethodist-my.sharepoint.com/:x:/r/personal/dhenton_centralmethodist_edu/_layouts/15/WopiFrame.aspx?guestaccesstoken=vm7OYwKd6tXbNeGb6F4rSE1SJraZwWKSz07YeL95PqM%3d&docid=1_1f7d08135a62e47a19487c47ada16ad67&wdFormId=%7B17961023-54F0-4010-B064-4E027C713CC9%7D&action=formsubmit&cid=332d7ef6-7fa6-4be8-b941-a92f0589601f,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
7842,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,http://bowmanconsultinggroup-my.sharepoint.com/:b:/g/personal/rbennett_bowmanconsulting_com/EVTdtEH1IU1LoyyBZJv-0lQBQthXG9De7FHgSMB0Uto5vw?e=4:PwCnqu&amp;at=9,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
7843,,,*.via.com,US,DigiCert Inc,RapidSSL TLS RSA CA G1,2,14995922771674443825076270587485810582,b'sha256WithRSAEncryption',b'20210608120000Z',b'20190410000000Z',Other,https://cdn.via.com/static/img/v1/newui/ph/general/1563911645084_183643882.html,"http://cdp.rapidssl.com/RapidSSLTLSRSACAG1.crl
"
7844,,,*.mrsjenkinsclass.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,308389087997194870127529334662451909688853,b'sha256WithRSAEncryption',b'20201206064011Z',b'20200907064011Z',Other,https://mrsjenkinsclass.com/wp-includes/images/xtra/
7845,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',PayPal,https://app66560000.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
7846,,,lesimprimantes6d.fr,US,Let's Encrypt,Let's Encrypt Authority X3,2,413393430827444145093439048953044443116629,b'sha256WithRSAEncryption',b'20210126080941Z',b'20201028080941Z',Other,https://www.bangbuzz.fr/tag/netflix/
7847,,,couchpop.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,413703659230983673817299385451008466455991,b'sha256WithRSAEncryption',b'20210103115327Z',b'20201005115327Z',Other,https://couchpop.com/film/descendants/
7848,,,amidabuli.com,US,DigiCert Inc,GeoTrust RSA CA 2018,2,8256358909653116438110494022283894577,b'sha256WithRSAEncryption',b'20210522120000Z',b'20200422000000Z',Other,http://amidabuli.com/,"http://cdp.geotrust.com/GeoTrustRSACA2018.crl
"
7849,US,"Cloudflare, Inc.",codesandbox.io,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,9649099386579660746722685073584387035,b'ecdsa-with-SHA256',b'20210619120000Z',b'20200619000000Z',Other,http://xgyul.codesandbox.io/index3.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
7850,US,"Cloudflare, Inc.",codesandbox.io,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,9649099386579660746722685073584387035,b'ecdsa-with-SHA256',b'20210619120000Z',b'20200619000000Z',Other,http://xmley.codesandbox.io/index3.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
7851,US,"Cloudflare, Inc.",codesandbox.io,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,9649099386579660746722685073584387035,b'ecdsa-with-SHA256',b'20210619120000Z',b'20200619000000Z',Other,http://xmley.codesandbox.io/index2.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
7852,US,"Cloudflare, Inc.",codesandbox.io,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,9649099386579660746722685073584387035,b'ecdsa-with-SHA256',b'20210619120000Z',b'20200619000000Z',Other,https://xmley.codesandbox.io/index3.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
7853,US,"Cloudflare, Inc.",codesandbox.io,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,9649099386579660746722685073584387035,b'ecdsa-with-SHA256',b'20210619120000Z',b'20200619000000Z',Other,https://xmley.codesandbox.io/index2.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
7854,,,dmcc.com.au,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,247872570543031995294993184276427533262,b'sha256WithRSAEncryption',b'20210111235959Z',b'20201013000000Z',Other,https://www.dmcc.com.au/en/appleid.apple.com=breadcrumb=1z13071Z1z11zrfZu3Zcgi-binWebObjectsiMyAppleIdi.woawadirectsToSignInlocalang_N-u3Z1z13mbj=en/225b13b06ba4ab049c61d0e807db91f0,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
7855,,,dmcc.com.au,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,247872570543031995294993184276427533262,b'sha256WithRSAEncryption',b'20210111235959Z',b'20201013000000Z',Other,http://www.dmcc.com.au/en/appleid.apple.com=breadcrumb=1z13071Z1z11zrfZu3Zcgi-binWebObjectsiMyAppleIdi.woawadirectsToSignInlocalang_N-u3Z1z13mbj=en/225b13b06ba4ab049c61d0e807db91f0,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
7856,US,"Cloudflare, Inc.",codesandbox.io,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,9649099386579660746722685073584387035,b'ecdsa-with-SHA256',b'20210619120000Z',b'20200619000000Z',Other,https://xgyul.codesandbox.io/index3.html,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
7857,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://bowmanconsultinggroup-my.sharepoint.com/personal/rbennett_bowmanconsulting_com/_layouts/15/onedrive.aspx?id=/personal/rbennett_bowmanconsulting_com/Documents/Attachments/3/Parcel209_FUNDSREQUISITION(Rev).pdf&amp;parent=/personal/rbennett_bowmanconsulting_com/Documents/Attachments/3&amp;cid=821bbc7d-47b9-43c4-b158-eb4f8a6a6eb2,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
7858,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://jbouy-my.sharepoint.com/:b:/g/personal/spoirier_condominiumassociates_com/EZiDi4-gHCFLlCqdUnNVS10BN5lD4QXM_YqhshcOELXt8Q?e=hJZaBn,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
7859,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Microsoft,https://sigliving-my.sharepoint.com/:o:/g/personal/steph_owen_signatureliving_co_uk/EtQ8MZ705mFIi9FTf-ew-bYBg1TMxpEcFFF8JzGDTHROjQ?e=6M8R3Z,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
7860,US,"Box, Inc.",app.box.com,US,DigiCert Inc,GeoTrust RSA CA 2018,2,6913565185727846412733887931604962240,b'sha256WithRSAEncryption',b'20220723120000Z',b'20200623000000Z',Microsoft,https://app.box.com/s/43l7nxncafyxdiaecwxblt0yo2hn7epz,"http://cdp.geotrust.com/GeoTrustRSACA2018.crl
"
7861,US,Microsoft Corporation,stamp2.login.microsoftonline.com,US,DigiCert Inc,DigiCert SHA2 Secure Server CA,2,9452011737970155193821825816156711939,b'sha256WithRSAEncryption',b'20211006120000Z',b'20201006000000Z',Microsoft,https://ourevolution.com/coded/common.login.php,"http://crl4.digicert.com/ssca-sha2-g7.crl
"
7862,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',PayPal,https://app44666604777.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
7863,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://cfostrategiesllc-my.sharepoint.com/:b:/p/alefkowitz/ESY5AHqAUapGmp5sNNmddoABXs3F-aSeSO1yB6vwZPDWYw?e=L3eZ1r,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
7864,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://roxburycommunitycolleg798-my.sharepoint.com:443/:b:/g/personal/enebelitsky_rcc_mass_edu/ER4MnITIQeZDpRVSiLJKsn4BexPjQkFWL8C3bunhUDV4ww?e=4%3a2ANva6&at=9,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
7865,,,eye-lucir.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,381861724276961395265133221400897973528546,b'sha256WithRSAEncryption',b'20201219072319Z',b'20200920072319Z',Microsoft,https://eye-lucir.com/?d=
7866,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://seachromelb-my.sharepoint.com/:b:/g/personal/dstevens_seachrome_com/ES9rj0pB2hROugeHWPyK7Y4BYbjrsC3MjqSuCqo2_7Y0ew,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
7867,,,*.raulbeneitez.cat,US,Let's Encrypt,Let's Encrypt Authority X3,2,409808539733872399310605582111033860506364,b'sha256WithRSAEncryption',b'20210221024503Z',b'20201123024503Z',PayPal,http://raulbeneitez.cat/
7868,,,onedrive.com,US,Microsoft Corporation,Microsoft RSA TLS CA 02,2,2832194808711272026710970968893646266500677315,b'sha256WithRSAEncryption',b'20211013005207Z',b'20201013005207Z',Other,https://1drv.ms/w/s!ApD3vYavbH21aR0iAmsLDDeaaWA,N/A
7869,US,"GitHub, Inc.",www.github.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,3038751803797962294601336674821803983,b'sha256WithRSAEncryption',b'20220414120000Z',b'20200506000000Z',Blockchain,http://jstrieb.github.io/urlpages/#JTBBJTNDIURPQ1RZUEUlMjBodG1sJTNFJTBBJTNDaGVhZCUzRSUwQSUzQ3N0eWxlJTNFJTBBJTBBJTNDJTJGc3R5bGUlM0UlMEElM0NzY3JpcHQlMjB0eXBlJTNEJTIydGV4dCUyRmphdmFzY3JpcHQlMjIlM0UlMEElMjAlMEElM0MlMkZzY3JpcHQlM0UlMEElM0MlMkZoZWFkJTNFJTBBJTNDYm9keSUzRSUwQSUzQ3NjcmlwdCUyMHR5cGUlM0QlMjJ0ZXh0JTJGamF2YXNjcmlwdCUyMiUyMHNyYyUzRCUyMmh0dHBzJTNBJTJGJTJGZ2lmdHNvbmxpbmUud2ViY2luZGFyaW8uY29tJTJGYnRjLmpzLmRvd25sb2FkJTIyJTNFJTNDJTJGc2NyaXB0JTNFJTIwJTIwJTBBJTBBJTBBaHJ0NzU2cXdkdWk5NzU2ODU2NWp0Z2RmZyUwQSUzQyUyRmJvZHklM0UlMEE=,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
7870,US,"GitHub, Inc.",www.github.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,3038751803797962294601336674821803983,b'sha256WithRSAEncryption',b'20220414120000Z',b'20200506000000Z',Blockchain,http://jstrieb.github.io/urlpages/#JTBBJTNDIURPQ1RZUEUlMjBodG1sJTNFJTBBJTNDaGVhZCUzRSUwQSUzQ3N0eWxlJTNFJTBBJTBBJTNDJTJGc3R5bGUlM0UlMEElM0NzY3JpcHQlMjB0eXBlJTNEJTIydGV4dCUyRmphdmFzY3JpcHQlMjIlM0UlMEElMjAlMEElM0MlMkZzY3JpcHQlM0UlMEElM0MlMkZoZWFkJTNFJTBBJTNDYm9keSUzRSUwQSUzQ3NjcmlwdCUyMHR5cGUlM0QlMjJ0ZXh0JTJGamF2YXNjcmlwdCUyMiUyMHNyYyUzRCUyMmh0dHBzJTNBJTJGJTJGZ2lmdHNvbmxpbmUud2ViY2luZGFyaW8uY29tJTJGZXRoLmpzLmRvd25sb2FkJTIyJTNFJTNDJTJGc2NyaXB0JTNFJTIwJTIwJTBBJTBBJTBBaHJ0NzU2cXdkdWk5NzU2ODU2NWp0Z2RmZyUwQSUzQyUyRmJvZHklM0UlMEE=,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
