11,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,14899338422106154935954618156544858699,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',ABSA Bank,https://www.bepassion.com/mtab/sumc.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
12,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://orangs.webador.com/
13,,,geovanda.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,391003774551316507877944783558928445431641,b'sha256WithRSAEncryption',b'20210209091134Z',b'20201111091134Z',Other,https://geovanda.net/
14,,,goindiaearn.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,10140321947869275158,b'sha256WithRSAEncryption',b'20220218163435Z',b'20200218163435Z',Virustotal,https://goindiaearn.com/,"http://crl.godaddy.com/gdig2s1-1731.crl
"
6614,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,http://bbfunding-my.sharepoint.com/personal/accounting_bluebridgefunding_com/_layouts/15/doc.aspx?sourcedoc={f0763374-6329-450f-94a4-11512ab3e2fe}&amp;action=default&amp;slrid=7927489f-2081-0000-4704-eb1a7ea7761d&amp;originalpath=ahr0chm6ly9iymz1bmrpbmctbxkuc2hhcmvwb2ludc5jb20vom86l2cvcgvyc29uywwvywnjb3vudgluz19ibhvlynjpzgdlznvuzgluz19jb20vrw5remr2qxbzdzlgbetrulvtcxo0djrcttnvrxnuvhjrm1fjae9qemetamxrqt9ydgltzt0zeg04whlqzjewzw&amp;cid=69a9adbf-9a76-4925-abca-a25903c1383e,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
6615,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Other,https://firebasestorage.googleapis.com/v0/b/onlineupdatebase3456.appspot.com/o/sm123%2Findex.htm?alt=media&amp;token=158cbd55-4c67-4ef6-b13f-d69aba854f3a#fgsnews@yorku.ca,"http://crl.pki.goog/GTS1O1core.crl
"
6616,,,appipv4.link,US,Amazon,Amazon,2,5862501293573259680266277067702066514,b'sha256WithRSAEncryption',b'20210822120000Z',b'20200722000000Z',Other,https://aaekt.app.link/2p7GEkn8E5?platform=hootsuite,"http://crl.sca1b.amazontrust.com/sca1b.crl
"
6617,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Microsoft,https://firebasestorage.googleapis.com/v0/b/serveweblogin.appspot.com/o/webapp.html?alt=media&amp;token=ff623aaf-a855-4cf0-8035-3f510aadd11c,"http://crl.pki.goog/GTS1O1core.crl
"
6618,,,onedrive.com,US,Microsoft Corporation,Microsoft RSA TLS CA 02,2,2832194808711272026710970968893646266500677315,b'sha256WithRSAEncryption',b'20211013005207Z',b'20201013005207Z',Other,https://onedrive.live.com/?authkey=!AIwjcwhMIdrycfE&amp;cid=6FF30EC047BF7F90&amp;id=6FF30EC047BF7F90!1118&amp;parId=root&amp;o=OneUp,N/A
6619,,,*.tumblr.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,312622190062228455965441830909051205396,b'sha256WithRSAEncryption',b'20220628000000Z',b'20200326000000Z',Other,https://stateagencybe.tumblr.com
6620,,,maseczki-wielorazowe.com,US,Amazon,Amazon,2,19444074573572132682081305935271506281,b'sha256WithRSAEncryption',b'20210503120000Z',b'20200403000000Z',Other,https://www.maseczki-wielorazowe.com,"http://crl.sca1b.amazontrust.com/sca1b.crl
"
6621,,,ssl763678.cloudflaressl.com,GB,COMODO CA Limited,COMODO ECC Domain Validation Secure Server CA 2,2,176448715316572854228349104204883543447,b'ecdsa-with-SHA256',b'20210506235959Z',b'20201028000000Z',PayPal,https://betterbodynet.acemlnc.com/lt.php?s=8d6a9b65e79a737eec294002e5cafd61&i=4A12A4A11,"http://crl.comodoca4.com/COMODOECCDomainValidationSecureServerCA2.crl
"
6622,,,appipv4.link,US,Amazon,Amazon,2,5862501293573259680266277067702066514,b'sha256WithRSAEncryption',b'20210822120000Z',b'20200722000000Z',PayPal,https://pphwm.app.link/v5ohNm4CE5?platform=hootsuite,"http://crl.sca1b.amazontrust.com/sca1b.crl
"
6623,,,aprenderparaser.com.br,US,Let's Encrypt,Let's Encrypt Authority X3,2,281679464406124343239429805795570793809286,b'sha256WithRSAEncryption',b'20210123040926Z',b'20201025040926Z',Other,https://aprenderparaser.com.br/signin
6624,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasussgiris.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6625,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasussgiris.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6626,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasusturkeygiris.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6627,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasusturkeygiris.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6628,,,aprenderparaser.com.br,US,Let's Encrypt,Let's Encrypt Authority X3,2,281679464406124343239429805795570793809286,b'sha256WithRSAEncryption',b'20210123040926Z',b'20201025040926Z',"eBay, Inc.",https://aprenderparaser.com.br/signin/
6629,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://servicefacture.blogspot.com/2020/04/blog-post_10.html,"http://crl.pki.goog/GTS1O1core.crl
"
6630,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Other,https://firebasestorage.googleapis.com/v0/b/user9909202930.appspot.com/o/ind.htm?alt=media&token=171fcdb6-5849-401d-97af-f50644088cb9,"http://crl.pki.goog/GTS1O1core.crl
"
6631,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Microsoft,https://firebasestorage.googleapis.com/v0/b/re576ryfviyip9yugfiiyp.appspot.com/o/v%207%206r7%206v%3Div%2Fn%20v%20uyf%208%3D7f.html?alt=media&amp;token=c50b1ef7-c3dc-43f4-baf9-e85279f7b2ff,"http://crl.pki.goog/GTS1O1core.crl
"
6632,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Microsoft,https://firebasestorage.googleapis.com/v0/b/user9909202930.appspot.com/o/ind.htm?alt=media&amp;token=171fcdb6-5849-401d-97af-f50644088cb9#jesus.roman@nucleares.unam.mx,"http://crl.pki.goog/GTS1O1core.crl
"
6633,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasuus1.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6634,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasuus1.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6635,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasus-giir.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6636,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasus-giir.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6637,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasusgiir.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6638,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasusgiir.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6639,,,ottawaheroes.ca,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,117214093293524032951142269172510143113,b'sha256WithRSAEncryption',b'20210110235959Z',b'20201012000000Z',Other,http://ottawaheroes.ca/wp-content/plugins/classic-editor/js/ngbj/alibaba/login.alibaba.com/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
6640,,,www.sindicombustiveis.com.br,US,Let's Encrypt,Let's Encrypt Authority X3,2,320746213881073529252263395267965489624172,b'sha256WithRSAEncryption',b'20210119052110Z',b'20201021052110Z',Other,http://sindicombustiveis.com.br/bancos-projetam-alta-para-o-preco-do-petroleo/
6641,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,14043992816105550920239764737847220153,b'ecdsa-with-SHA256',b'20210710120000Z',b'20200710000000Z',Other,http://tr.im/AlertaslBCP,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
6642,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://trbetasusgiiris2.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6643,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://trbetasusgiiris2.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6644,,,*.horstmicket.com,US,DigiCert Inc,Encryption Everywhere DV TLS CA - G1,2,7185200844976827128147214386463802749,b'sha256WithRSAEncryption',b'20210615120000Z',b'20200601000000Z',Other,https://www.horstmicket.com/images/img/
6645,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasusgiris2.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6646,,,*.policyplanner.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,145471298533222179460049269092564723361,b'sha256WithRSAEncryption',b'20220523235959Z',b'20200523000000Z',Other,https://www.policyplanner.com/verificaciones-netflix.com.ar
6647,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://trbetasusgir.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6648,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://trbetasusgir.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6649,,,*.globalnetinternet.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,291470490462881284440680501588489903250533,b'sha256WithRSAEncryption',b'20210130202637Z',b'20201101202637Z',Other,https://globalnetinternet.com/js/Netflix/STORE/CH-EN983/
6650,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://trbetasusgirisimiz.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6651,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://trbetasusgirisimiz.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6652,,,kinstationery.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,119078693267708835334379536508511788748,b'sha256WithRSAEncryption',b'20210219235959Z',b'20201121000000Z',Other,https://kinstationery.com/4tr/login.php?email=nobody@mycraftmail.com&amp;ul=_LkeFUq_VJOXRTIPtoGYDw17dsfsfd18,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
6653,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,http://ideonpackaging-my.sharepoint.com/personal/chasem_ideonpackaging_com/_layouts/15/doc.aspx?sourcedoc={efe0bf70-91fe-4df4-9b7f-a1f8f457789a}&amp;action=default&amp;slrid=7638479f-a008-a000-b8aa-ef5f0a6b15f5&amp;originalpath=ahr0chm6ly9pzgvvbnbhy2thz2luzy1tes5zagfyzxbvaw50lmnvbs86bzovcc9jagfzzw0vrw5dxzrpxy1rzljobtmtac1qulhlsm9cv0xqz2jfq0gtq3lnmu5eodvftfz0dz9ydgltzt1lmwhsmk9eyzewzw&amp;cid=9b3eb182-2ad9-4497-b48a-d35f8662bfac,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
6654,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://trbetasusgiris.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6655,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://trbetasusgiris.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6656,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,334842446025644137411675310227567170962,b'sha256WithRSAEncryption',b'20210126073342Z',b'20201103073342Z',Other,https://docs.google.com/forms/d/e/1FAIpQLSf6p_80yq92A-_us2SOfpHw2hCM5Zt6F6PhfT8JrAIbGfOMtg/viewform?usp=sf_link,"http://crl.pki.goog/GTS1O1core.crl
"
6657,US,Google LLC,accounts.google.com,US,Google Trust Services,GTS CA 1O1,2,179579637735442853237658570674009036289,b'sha256WithRSAEncryption',b'20210126073921Z',b'20201103073921Z',Facebook,https://sites.google.com/site/sbserviceamcount/,"http://crl.pki.goog/GTS1O1core.crl
"
6658,,,centromusicalpaternense.es,US,Let's Encrypt,Let's Encrypt Authority X3,2,307037856725916489128338089626186889542209,b'sha256WithRSAEncryption',b'20210101165139Z',b'20201003165139Z',Other,http://centromusicalpaternense.es/wp-includes/css
6659,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasus26.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6660,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasus26.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6661,,,www.anbenig.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,200080536728759720760870215241595378129,b'sha256WithRSAEncryption',b'20210114235959Z',b'20200115000000Z',Other,https://anbenig.com/home
6662,,,www.anbenig.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,200080536728759720760870215241595378129,b'sha256WithRSAEncryption',b'20210114235959Z',b'20200115000000Z',Other,http://anbenig.com/home
6663,,,centromusicalpaternense.es,US,Let's Encrypt,Let's Encrypt Authority X3,2,307037856725916489128338089626186889542209,b'sha256WithRSAEncryption',b'20210101165139Z',b'20201003165139Z',Other,http://centromusicalpaternense.es/wp-includes/css/
6664,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://atriumlandscape-my.sharepoint.com/:x:/r/personal/sue_atriumlandscape_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=nrG8nkxnKyJi2axm9efeKdi62u6cuvRsxCypZFZ9jaY=&amp;docid=1_10932d3dd2ac2478f833ee56388ecb767&amp;wdFormId={FAEBEC1D-BC38-42BF-BE94-47EBB62D7501}&amp;action=formsubmit,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
6665,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://atriumlandscape-my.sharepoint.com/personal/sue_atriumlandscape_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=nrG8nkxnKyJi2axm9efeKdi62u6cuvRsxCypZFZ9jaY=&amp;docid=1_10932d3dd2ac2478f833ee56388ecb767&amp;wdFormId={FAEBEC1D-BC38-42BF-BE94-47EBB62D7501}&amp;action=formsubmit&amp;cid=06548627-9647-42de-a0c7-75a424aaacde,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
6666,,,kinstationery.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,119078693267708835334379536508511788748,b'sha256WithRSAEncryption',b'20210219235959Z',b'20201121000000Z',Other,https://kinstationery.com/4tr/?email=nobody@mycraftmail.com,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
6667,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasus25.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6668,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasus25.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6669,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasus21.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6670,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasus21.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6671,,,*.arigalvanizados.com.ar,US,Let's Encrypt,Let's Encrypt Authority X3,2,396510160593722422114669136483775773469041,b'sha256WithRSAEncryption',b'20210127083137Z',b'20201029083137Z',Microsoft,https://arigalvanizados.com.ar/?ss=on&amp;ea=test@test&amp;session=b02197543fd3e5a74862b40156606b53b02197543fd3e5a74862b40156606b53
6672,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Microsoft,https://dgbcobenefits-my.sharepoint.com/:o:/g/personal/mmward_dgbco_net/EuX7GRT_6GBPjY1wRh9JU70BvguBztHrMPZalbmAOZh90Q?e=hz14LN,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
6673,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasus20.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6674,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasus20.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6675,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasus17.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6676,,,phogovip.vn,US,Let's Encrypt,Let's Encrypt Authority X3,2,280661385630277708471875890547157594478961,b'sha256WithRSAEncryption',b'20201229000452Z',b'20200930000452Z',ABN AMRO Bank,https://phogovip.vn/user/app-seguro/clientepbb/?cliente=vsdvsd@vsdvsd.com.br&amp;id_cliente=68529
6677,,,*.chiarabernardi.it,IT,Actalis S.p.A.,Actalis Domain Validation Server CA G3,2,52540408600215767035975797002246153751,b'sha256WithRSAEncryption',b'20211121032132Z',b'20201020032132Z',Other,https://www.chiarabernardi.it/on/,"http://crl06.actalis.it/Repository/AUTHDV-G3/getLastCRL
"
6678,,,*.chiarabernardi.it,IT,Actalis S.p.A.,Actalis Domain Validation Server CA G3,2,52540408600215767035975797002246153751,b'sha256WithRSAEncryption',b'20211121032132Z',b'20201020032132Z',Other,https://chiarabernardi.it/on,"http://crl06.actalis.it/Repository/AUTHDV-G3/getLastCRL
"
6679,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,334842446025644137411675310227567170962,b'sha256WithRSAEncryption',b'20210126073342Z',b'20201103073342Z',Other,http://takingnote.learningmatters.tv/wp-content/,"http://crl.pki.goog/GTS1O1core.crl
"
6680,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasus12.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6681,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasus12.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6682,,,parafiaczarkow.ns48.pl,US,Let's Encrypt,Let's Encrypt Authority X3,2,273856697412018742352723846993540380037867,b'sha256WithRSAEncryption',b'20210214235008Z',b'20201116235008Z',Other,https://parafiaczarkow.ns48.pl/media/cms/sella/
6683,,,parafiaczarkow.ns48.pl,US,Let's Encrypt,Let's Encrypt Authority X3,2,273856697412018742352723846993540380037867,b'sha256WithRSAEncryption',b'20210214235008Z',b'20201116235008Z',Other,https://parafiaczarkow.ns48.pl/media/cms/sella
6684,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasus10.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6685,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,6989397165083538279884570980098779200,b'ecdsa-with-SHA256',b'20210919120000Z',b'20200919000000Z',Other,https://soo.gd/l6Rg,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
6686,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,6989397165083538279884570980098779200,b'ecdsa-with-SHA256',b'20210919120000Z',b'20200919000000Z',Other,http://soo.gd/BSmq,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
6687,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,6989397165083538279884570980098779200,b'ecdsa-with-SHA256',b'20210919120000Z',b'20200919000000Z',Other,http://soo.gd/T0F1,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
6688,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,6989397165083538279884570980098779200,b'ecdsa-with-SHA256',b'20210919120000Z',b'20200919000000Z',Other,https://soo.gd/y3rR,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
6689,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,6989397165083538279884570980098779200,b'ecdsa-with-SHA256',b'20210919120000Z',b'20200919000000Z',Other,http://soo.gd/y3rR,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
6690,,,steamproxy.net,US,DigiCert Inc,Encryption Everywhere DV TLS CA - G1,2,15809060752937894265273162268960176492,b'sha256WithRSAEncryption',b'20210206120000Z',b'20200207000000Z',Other,https://steamproxy.net/login/home/?goto=groups/ChaBoyyHD
6691,,,atagucsea.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,313749452900195402323887046003709033029777,b'sha256WithRSAEncryption',b'20210124005629Z',b'20201026005629Z',Other,https://atagucsea.com/wp-content/themes/twentyfifteen/guce.advertising/8736443
6692,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasus7.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6693,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasus7.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6694,,,atagucsea.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,313749452900195402323887046003709033029777,b'sha256WithRSAEncryption',b'20210124005629Z',b'20201026005629Z',Other,https://atagucsea.com/wp-content/themes/twentyfifteen/guce.advertising/8736443/
6695,,,gudanggamismuslimah.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,240645069062153255868476203713629324713,b'sha256WithRSAEncryption',b'20210127235959Z',b'20201029000000Z',Other,https://gudanggamismuslimah.com/.account/gmail/indexgmail.htm,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
6696,,,centromusicalpaternense.es,US,Let's Encrypt,Let's Encrypt Authority X3,2,307037856725916489128338089626186889542209,b'sha256WithRSAEncryption',b'20210101165139Z',b'20201003165139Z',Other,https://www.centromusicalpaternense.es:443/wp-includes/css
