2,,,jurlebedev.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,384401195725433461728219761991859722385141,b'sha256WithRSAEncryption',b'20201231020304Z',b'20201002020304Z',Other,https://jurlebedev.ru/wp-content/languages/BPD/Popularenlinea/Home.html
3,,,citacrsucursales.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,398958487772549625542225963653940622666347,b'sha256WithRSAEncryption',b'20210208152405Z',b'20201110152405Z',Other,https://citacrsucursales.com/
4,,,services.runescape.com-acceptgift.xyz,US,Let's Encrypt,Let's Encrypt Authority X3,2,288939375618447643205540194058048111842311,b'sha256WithRSAEncryption',b'20210209153740Z',b'20201111153740Z',Other,https://services.runescape.com-acceptgift.xyz/
5,,,blackwood.biz.ua,US,Let's Encrypt,Let's Encrypt Authority X3,2,307435156863807950990901960805022353319386,b'sha256WithRSAEncryption',b'20210105175800Z',b'20201007175800Z',Internal Revenue Service,https://blackwood.biz.ua/irswin.html#11
7250,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Other,https://boma-ren.firebaseapp.com/
7251,,,*.surge.sh,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,84905390441041361851946969369061782407,b'sha256WithRSAEncryption',b'20210423235959Z',b'20200224000000Z',Other,https://paypal-webnative.surge.sh/
7252,,,onedrive.com,US,Microsoft Corporation,Microsoft RSA TLS CA 02,2,2832194808711272026710970968893646266500677315,b'sha256WithRSAEncryption',b'20211013005207Z',b'20201013005207Z',N/A,Microsoft,https://onedrive.live.com/?authkey=%21AG7v3K%5Fv%5Fvmx0wU&amp;cid=2022B4D58B052264&amp;id=2022B4D58B052264%21709&amp;parId=root&amp;o=OneUp
7253,,,azosimoveis.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,298609423869328464692447570011874488338458,b'sha256WithRSAEncryption',b'20201230030305Z',b'20201001030305Z',Other,https://www.azosimoveis.com/ResgatePontosEsferaJuridica/lpQ9Mxmsw35d2vCzrdsZ/
7254,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,10240207261501639064297765587018823582,b'ecdsa-with-SHA256',b'20210719120000Z',b'20200719000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://csgomagic-win.com/lrrh32ga29ygf6epe49rsdm3wo5zfc35
7255,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,296682980186541611747522888377177150567,b'sha256WithRSAEncryption',b'20210112180524Z',b'20201020180524Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://ox-aruba.blogspot.com/
7256,,,ftp.kristallsolucoes.com.br,US,Let's Encrypt,Let's Encrypt Authority X3,2,375434471801418100707033566386197152625076,b'sha256WithRSAEncryption',b'20210122030120Z',b'20201024030120Z',Other,https://www.kristallsolucoes.com.br/ResgatePontosEsferaJuridico/y8R2trhcso4bhWs0g3RJ/
7257,,,visionsofrapturephoto.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,306518842244954995170526761589166093767,b'sha256WithRSAEncryption',b'20210128235959Z',b'20201030000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://www.visionsofrapturephoto.com/%5e&amp;*%25%25%23%23%25%25/Login.php/
7258,,,visionsofrapturephoto.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,306518842244954995170526761589166093767,b'sha256WithRSAEncryption',b'20210128235959Z',b'20201030000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,https://visionsofrapturephoto.com/%5e&amp;*%25%25%23%23$$$%25%25/Login.php
7259,US,Microsoft Corporation,forms.office.com,BE,GlobalSign nv-sa,GlobalSign Organization Validation CA - SHA256 - G3,2,15206533917574472054634110571,b'sha256WithRSAEncryption',b'20220219071139Z',b'20200219071139Z',"http://crl.globalsign.com/gsorganizationvalsha2g3.crl
",Other,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAO__ST2w_BUNDEwNVFFVUdVUU1BNjQ2SFBZTUsxWE1RNC4u
7260,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://dincellaw-my.sharepoint.com/:o:/p/kdincel/EtaXGmjb8CpPqqlNxe7YLXABAYTDW9mfX6SIQunDGP0pBA?e=2tUtVGf7c19100-5529-47c0-91ca-98e5e2b5d0cb/emerge%20@moore-grace|454a4b2a-7446-4980-964b-2eceb9d44136/)
7261,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://plytecfi-my.sharepoint.com/personal/pasi_puumalainen_plytec_fi/_layouts/15/WopiFrame.aspx?sourcedoc={8f0414f2-e7a8-46f4-a2bb-d38353ed20d6}&amp;action=default&amp;originalPath=aHR0cHM6Ly9wbHl0ZWNmaS1teS5zaGFyZXBvaW50LmNvbS86bzovZy9wZXJzb25hbC9wYXNpX3B1dW1hbGFpbmVuX3BseXRlY19maS9FdklVQkktbzVfUkdvcnZUZzFQdElOWUI1VGg5bXF2LTJlVl9MOHVKa09Sb2pnP3J0aW1lPXVySjgtVnB2MTBn
7262,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://plytecfi-my.sharepoint.com/:o:/g/personal/pasi_puumalainen_plytec_fi/EvIUBI-o5_RGorvTg1PtINYB5Th9mqv-2eV_L8uJkORojg?e=5:8603IB&amp;at=9
7263,,,*.fortrader.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,203183687215434648511920610235910746884,b'sha256WithRSAEncryption',b'20210816235959Z',b'20200816000000Z',Blockchain,https://www.fortrader.com/
7264,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://plytecfi-my.sharepoint.com/:o:/g/personal/pasi_puumalainen_plytec_fi/EvIUBI-o5_RGorvTg1PtINYB5Th9mqv-2eV_L8uJkORojg?e=5%3a8603IB&at=9
7265,,,*.windowsupdateerror.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,263078734444853687666623806123606879390204,b'sha256WithRSAEncryption',b'20210115201239Z',b'20201017201239Z',Other,https://windowsupdateerror.com/feed/
7266,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Microsoft,https://paramounthealthcare-my.sharepoint.com/:o:/g/personal/agwcbom_paramounthcla_com/EjPFXjfILaRFpJdD4oacs7EBxP6dtMCvIFGWoqbiZYy6Pw?rtime=tZV_U7hu10g
7267,,,metallist-nk.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,300232893005135123901252078419864322114506,b'sha256WithRSAEncryption',b'20201214083619Z',b'20200915083619Z',Other,https://metallist-nk.ru/Popularenlinea/BPD/Home.html
7268,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://myparc.sharepoint.com/_layouts/15/WopiFrame.aspx?guestaccesstoken=XVdoWzk%2bKm4WNdRziOfnpfCj8fB8rKRSqt%2bKYBvOllg%3d&docid=1_16fb1a2a3e2f9468aa7cebc35874c9da0&wdFormId=%7B95111770-0103-492B-8C70-E9625F96B49A%7D&action=formsubmit&cid=4d02a372-8b83-4120-84b5-1d9a2a3492dd
7269,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://myparc.sharepoint.com/:x:/r/_layouts/15/WopiFrame.aspx?guestaccesstoken=XVdoWzk%2bKm4WNdRziOfnpfCj8fB8rKRSqt%2bKYBvOllg%3d&docid=1_16fb1a2a3e2f9468aa7cebc35874c9da0&wdFormId=%7B95111770-0103-492B-8C70-E9625F96B49A%7D&action=formsubmit&cid=4d02a372-8b83-4120-84b5-1d9a2a3492dd
7270,,,*.livedrive.com,GB,COMODO CA Limited,COMODO RSA Domain Validation Secure Server CA,2,43030796812768356686449558408308241793,b'sha256WithRSAEncryption',b'20210205235959Z',b'20180116000000Z',"http://crl.comodoca.com/COMODORSADomainValidationSecureServerCA.crl
",Other,https://eislueqr.livedrive.com/item/b2c02cfc2b464ea4a3ae5b7db0531f1f
7271,US,Google LLC,accounts.google.com,US,Google Trust Services,GTS CA 1O1,2,217890484305401400765983076620628514584,b'sha256WithRSAEncryption',b'20210120162351Z',b'20201028162351Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://storage.cloud.google.com/rqraaqqax3xa.appspot.com/index.htm#memberservices@legalshield.com
7272,US,Microsoft Corporation,forms.office.com,BE,GlobalSign nv-sa,GlobalSign Organization Validation CA - SHA256 - G3,2,15206533917574472054634110571,b'sha256WithRSAEncryption',b'20220219071139Z',b'20200219071139Z',"http://crl.globalsign.com/gsorganizationvalsha2g3.crl
",Other,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAYAAAo2YYRURFFaVkw1U1lWUlBaWlBQWEVZQTJKMUlITy4u
7273,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,8700556359454528023358372223646621214,b'ecdsa-with-SHA256',b'20210721120000Z',b'20200721000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,http://www.indivisibleheart.com/firstamtitlecompany/gameon/
7274,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,98925130438034381319912100606414623880,b'sha256WithRSAEncryption',b'20210112180722Z',b'20201020180722Z',"http://crl.pki.goog/GTS1O1core.crl
",Microsoft,https://firebasestorage.googleapis.com/v0/b/noted-slice-214311.appspot.com/o/update14.html?alt=media&amp;token=4da52cd4-01cc-4e94-a515-cc8023ee4bcb#frank.dee@dic.com
7275,,,talkingflight.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,378998621616332764655980354352460432544770,b'sha256WithRSAEncryption',b'20210117185707Z',b'20201019185707Z',Other,https://talkingflight.com/wp-admin/js//SBHDS/sbc/sbc/sbcglobal.net.htm
7276,,,onedrive.com,US,Microsoft Corporation,Microsoft RSA TLS CA 02,2,2832194808711272026710970968893646266500677315,b'sha256WithRSAEncryption',b'20211013005207Z',b'20201013005207Z',N/A,Microsoft,https://onedrive.live.com/redir?resid=CD559106CCC02352%211258&amp;authkey=%21ALvLFLiAim3Cv5Q&amp;page=View&amp;wd=target%28Quick%20Notes.one%7C29565bf4-20e6-4f53-8609-4cdc4234bd80%2FThe%20People%20Concern%20Pending%20invoice%7Cf677313c-0b2e-4631-a33d-afdae7a7d091%2F%29
7277,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,http://winfreyandco-my.sharepoint.com/:o:/g/personal/brandon_wincodc_com/EsXchyyUHT1DiztXKZ0fZm8BOMa-_ssKNhdzjBh7XExnxA?e=vaPt5b
7278,,,mail.letterboxdistributionmelbourne.com.au,US,Let's Encrypt,Let's Encrypt Authority X3,2,329368192675320677560280945486941789146063,b'sha256WithRSAEncryption',b'20210202175608Z',b'20201104175608Z',Allegro,https://letterboxdistributionmelbourne.com.au/negatywny-feedback.alleqroo-pl/form/auth.htm?
7279,US,Microsoft Corporation,forms.office.com,BE,GlobalSign nv-sa,GlobalSign Organization Validation CA - SHA256 - G3,2,15206533917574472054634110571,b'sha256WithRSAEncryption',b'20220219071139Z',b'20200219071139Z',"http://crl.globalsign.com/gsorganizationvalsha2g3.crl
",Other,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAN__idQX2lUQkVDQzFCVFpIUlhRVzBISFNGWEFQSzNRMC4u
7280,,,superyachtnews.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,434611993263795538309399123996759886355375,b'sha256WithRSAEncryption',b'20210106052136Z',b'20201008052136Z',Adobe,http://www.nakamistrad.com/aa/test.php
7281,,,imperva.com,BE,GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2020,2,2236275102428580663000725981575951793,b'sha256WithRSAEncryption',b'20210317152357Z',b'20200916002921Z',"http://crl.globalsign.com/ca/gsatlasr3dvtlsca2020.crl
",PayPal,https://www.startimes.com/f.aspx?t=37
7282,,,appipv4.link,US,Amazon,Amazon,2,5862501293573259680266277067702066514,b'sha256WithRSAEncryption',b'20210822120000Z',b'20200722000000Z',"http://crl.sca1b.amazontrust.com/sca1b.crl
",Other,https://ns3pssionntngoal.app.link/vCmltqAjz1
7283,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://umnnp-my.sharepoint.com/personal/tansen_umn_org_np/_layouts/15/WopiFrame.aspx?guestaccesstoken=GVehtuWUbrvu5RHmT%2fm%2bHTc1nJieN%2bm61CZ2itVK%2fFM%3d&docid=1_1da3de5eab0d94e15be3d9b5e4713727d&wdFormId=%7BFF79B283%2D5CAE%2D4953%2DA3EF%2DD7E3DEA04EB6%7D&action=formsubmit
7284,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,296682980186541611747522888377177150567,b'sha256WithRSAEncryption',b'20210112180524Z',b'20201020180524Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://paymentnotificationnow.blogspot.com/
7285,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://netorgft2223515-my.sharepoint.com/personal/leon_leongavartin_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=xAMH1YiE5ztBEHYMkWldCb6bKcF1kqp13dWjvausWg4%3d&docid=1_10f85e31d21194b00bc5c96bd48a6a4fc&wdFormId=%7B702D2762%2DF654%2D423B%2DBA6B%2D850079F6ED46%7D&action=formsubmit&cid=1dae315f-39cb-430d-b680-e50b0146e685
7286,,,*.s.id,US,Let's Encrypt,Let's Encrypt Authority X3,2,306891138453188820670874837312755951916752,b'sha256WithRSAEncryption',b'20201207015342Z',b'20200908015342Z',Other,https://s.id/amr2019CAIXA
7287,,,*.livedrive.com,GB,COMODO CA Limited,COMODO RSA Domain Validation Secure Server CA,2,43030796812768356686449558408308241793,b'sha256WithRSAEncryption',b'20210205235959Z',b'20180116000000Z',"http://crl.comodoca.com/COMODORSADomainValidationSecureServerCA.crl
",Other,https://ayjegvgm.livedrive.com/item/d0e80f15fced43ee86a8d580e339bc63
7288,,,zacoindus.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,354289864610640256743303911344828795239259,b'sha256WithRSAEncryption',b'20201219050415Z',b'20200920050415Z',Other,https://zacoindus.com/.DocuSign/u.php?l=DHl-dTracking_=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHto=
7289,US,"Box, Inc.",app.box.com,US,DigiCert Inc,GeoTrust RSA CA 2018,2,6913565185727846412733887931604962240,b'sha256WithRSAEncryption',b'20220723120000Z',b'20200623000000Z',"http://cdp.geotrust.com/GeoTrustRSACA2018.crl
",Other,https://app.box.com/s/aju8uu3l7x4uusi7v53z09uk6rvwd161
7290,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://saudidiesel-my.sharepoint.com/personal/m_qasim_saudidiesel_com_sa/_layouts/15/WopiFrame.aspx?guestaccesstoken=%2bvEWh1HXiLMjXjeGF03NPlmtt44VSiJjfO4RV6Tv3Tw%3d&docid=1_151563f3f0c0f4a81b32bd7e4b29534f5&wdFormId=%7B7D9C12B3%2D74C6%2D45D0%2D9376%2D8ABABCF7821D%7D&action=formsubmit
7291,,,*.cestainhouse.com.br,US,Let's Encrypt,Let's Encrypt Authority X3,2,426378795455075552799723181563339680306093,b'sha256WithRSAEncryption',b'20201201234501Z',b'20200902234501Z',Other,https://cestainhouse.com.br//proceed/index.html
7292,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://mysait-my.sharepoint.com/:x:/r/personal/ebenezer_ajayi_edu_sait_ca/_layouts/15/WopiFrame.aspx?guestaccesstoken=y%2bHr1Dv9MXgPih7R4Y%2f%2fjKHvV1nxDH3IMAz%2bmJeuMNI%3d&docid=1_1ff1eb35301564d1698455e7de780fe7f&wdFormId=%7B2B1E75FF%2D4748%2D448A%2DB5F7%2D7D4A5138E7F7%7D&action=formsubmit&cid=b8bab67a-6675-4883-8c86-32942813ffb3
7293,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://mysait-my.sharepoint.com/personal/ebenezer_ajayi_edu_sait_ca/_layouts/15/WopiFrame.aspx?guestaccesstoken=y%2bHr1Dv9MXgPih7R4Y%2f%2fjKHvV1nxDH3IMAz%2bmJeuMNI%3d&docid=1_1ff1eb35301564d1698455e7de780fe7f&wdFormId=%7B2B1E75FF%2D4748%2D448A%2DB5F7%2D7D4A5138E7F7%7D&action=formsubmit&cid=b8bab67a-6675-4883-8c86-32942813ffb3
7294,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://pfgventures-my.sharepoint.com/:o:/g/personal/johnna_roberts_proforma_com/EuNJKM6JOrlAjDx30a5L9vQBYqfnaV4zZ6EKBy9f6ptRcg?e=aOM0Tb
7295,SE,Loopia Aktiebolag,*.loopia.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,18647132188799515638046728235686569347,b'sha256WithRSAEncryption',b'20210927235959Z',b'20201016000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,https://index.kroppsfunktion.com/online/account.html
7296,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://alternanetworks-my.sharepoint.com/:o:/g/personal/thomas_salemkour_open-xerox_com/Eq5ps-07OVVNl5eo4rrThYMB7a9EUvzsS3URNTui3dvyyQ?e=kqNSTW
7297,US,"Facebook, Inc.",*.facebook.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,14171306515703868727161314078553517212,b'sha256WithRSAEncryption',b'20210130235959Z',b'20201102000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://yetpack.com/ms/IMGwfn/verification/ND2N91EB26N000A11BB0/index.php?country.x%3DUS-United%2520States%26lang.x%3Den
7298,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,5126844403900755614564382788016267434,b'ecdsa-with-SHA256',b'20210604120000Z',b'20200604000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Microsoft,https://www.onuxsports.com/office365/?8gxo0hliucrkb5q7t6fwpyvejz4n3dma192sqjrguv9dhoi510w6ap2b3e7ns8tck4xzfyml7u2v0pt1kaxylbm3c9hjwd8gzn46o5serifq&string=signin&data=cGhpc2hpbmdAc2l0ZS5jb20=
7299,,,alhaqimpex.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,420240542031119865802510478283144944244228,b'sha256WithRSAEncryption',b'20201226025401Z',b'20200927025401Z',Other,https://alhaqimpex.com/js/f
7300,,,alhaqimpex.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,420240542031119865802510478283144944244228,b'sha256WithRSAEncryption',b'20201226025401Z',b'20200927025401Z',Other,https://alhaqimpex.com/js/f/
7301,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,192844203081293630438838947946239562813,b'sha256WithRSAEncryption',b'20210112180328Z',b'20201020180328Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://docs.google.com/forms/d/e/1FAIpQLSd8PwJ0urcuN-J-97ONvbNKgTGoDxjmFI-Xl8bcjptdhTZUUA/viewform?usp=send_form
7302,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Microsoft,https://eternityflooringcom-my.sharepoint.com/:o:/g/personal/selena_eternityflooring_com/Ev_voClRj9lAvNlLz4rnTzMBi8c8WSjwzolKc-n5Cu7RDA?e=BkedRb
7303,US,"Facebook, Inc.",*.facebook.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,14171306515703868727161314078553517212,b'sha256WithRSAEncryption',b'20210130235959Z',b'20201102000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Other,http://www.yetpack.com/IMGwfn/verification/2AB54A69087A08B7A171/index.php?country.x=US-United+States&lang.x=en
7304,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Microsoft,https://tradepointonline-my.sharepoint.com/:o:/g/personal/lucy_liu_trade-point_com_cn/Eqs31rgsSAlOvmdbmWtKkw8BO1DxWcMilJNVzrC5XCsNIw?e=hSLYSv
7305,,,www.corinnakegel.com,US,DigiCert Inc,Encryption Everywhere DV TLS CA - G1,2,15272509715191470363063946827426320006,b'sha256WithRSAEncryption',b'20210227120000Z',b'20200129000000Z',Other,https://www.corinnakegel.com/Autenticazione/step_one.jsp.php
7306,,,www.corinnakegel.com,US,DigiCert Inc,Encryption Everywhere DV TLS CA - G1,2,15272509715191470363063946827426320006,b'sha256WithRSAEncryption',b'20210227120000Z',b'20200129000000Z',Other,https://www.corinnakegel.com/Autenticazione/
7307,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Microsoft,https://crewscontrolmd-my.sharepoint.com/:o:/g/personal/monica_crewscontrol_com/EtsaEAgBPBJBtwZh2TOM1c4B-DGnI3J2cOvr9B9jmKY9NA?e=7PZ8vH
7308,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://issa365-my.sharepoint.com/:b:/g/personal/gayle_issa_com/EXZKHyNDpmNLkwqqX7aIm38B7-aPg_sR1mfS8RBKsmR0Jg?e=Gamj2I
7309,,,*.programmasviluppo.com,IT,Actalis S.p.A.,Actalis Domain Validation Server CA G3,2,105643517963766039361510544975694036797,b'sha256WithRSAEncryption',b'20210617154932Z',b'20200824224032Z',"http://crl06.actalis.it/Repository/AUTHDV-G3/getLastCRL
",Other,https://www.programmasviluppo.com/wp-content/uploads/2019/10/safe-mode.htm
7310,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,10884553978062918591796447296989764444,b'ecdsa-with-SHA256',b'20210810120000Z',b'20200810000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,http://workprotocoles-com.webs.com/
7311,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,10884553978062918591796447296989764444,b'ecdsa-with-SHA256',b'20210810120000Z',b'20200810000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://workprotocoles-com.webs.com/
7312,,,www.andrewcarr.org,US,Let's Encrypt,Let's Encrypt Authority X3,2,267003892090026943669397281908571205541961,b'sha256WithRSAEncryption',b'20210206173043Z',b'20201108173043Z',Other,https://andrewcarr.org/tneket/customer_center/customer-IDPP00C117/myaccount/identity/?cmd=_session=US&amp;dispatch=a4a105af1aa02c1a9a2bf41599a4fcdc0c838cda
7313,US,Microsoft Corporation,forms.office.com,BE,GlobalSign nv-sa,GlobalSign Organization Validation CA - SHA256 - G3,2,15206533917574472054634110571,b'sha256WithRSAEncryption',b'20220219071139Z',b'20200219071139Z',"http://crl.globalsign.com/gsorganizationvalsha2g3.crl
",Other,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAZ__tB0BD5UOURKMzNGMDNNVkdFTFRBRUZDS1hUMFVPMi4u
